images,airplane,automobile,bird,cat,deer,dog,frog,horse,ship,truck,id
traicifar414573,0,0,0,0,1,0,0,0,0,0,414573
traicifar014574,1,0,0,0,0,0,0,0,0,0,14574
traicifar814575,0,0,0,0,0,0,0,0,1,0,814575
traicifar814576,0,0,0,0,0,0,0,0,1,0,814576
traicifar014577,1,0,0,0,0,0,0,0,0,0,14577
traicifar114578,0,1,0,0,0,0,0,0,0,0,114578
traicifar514579,0,0,0,0,0,1,0,0,0,0,514579
traicifar814580,0,0,0,0,0,0,0,0,1,0,814580
traicifar314581,0,0,0,1,0,0,0,0,0,0,314581
traicifar714582,0,0,0,0,0,0,0,1,0,0,714582
traicifar214583,0,0,1,0,0,0,0,0,0,0,214583
traicifar914584,0,0,0,0,0,0,0,0,0,1,914584
traicifar114585,0,1,0,0,0,0,0,0,0,0,114585
traicifar914586,0,0,0,0,0,0,0,0,0,1,914586
traicifar914587,0,0,0,0,0,0,0,0,0,1,914587
traicifar214588,0,0,1,0,0,0,0,0,0,0,214588
traicifar714589,0,0,0,0,0,0,0,1,0,0,714589
traicifar614590,0,0,0,0,0,0,1,0,0,0,614590
traicifar114591,0,1,0,0,0,0,0,0,0,0,114591
traicifar014592,1,0,0,0,0,0,0,0,0,0,14592
traicifar914593,0,0,0,0,0,0,0,0,0,1,914593
traicifar814594,0,0,0,0,0,0,0,0,1,0,814594
traicifar814595,0,0,0,0,0,0,0,0,1,0,814595
traicifar614596,0,0,0,0,0,0,1,0,0,0,614596
traicifar014597,1,0,0,0,0,0,0,0,0,0,14597
traicifar214598,0,0,1,0,0,0,0,0,0,0,214598
traicifar014599,1,0,0,0,0,0,0,0,0,0,14599
traicifar514600,0,0,0,0,0,1,0,0,0,0,514600
traicifar014601,1,0,0,0,0,0,0,0,0,0,14601
traicifar814602,0,0,0,0,0,0,0,0,1,0,814602
traicifar914603,0,0,0,0,0,0,0,0,0,1,914603
traicifar214604,0,0,1,0,0,0,0,0,0,0,214604
traicifar614605,0,0,0,0,0,0,1,0,0,0,614605
traicifar614606,0,0,0,0,0,0,1,0,0,0,614606
traicifar114607,0,1,0,0,0,0,0,0,0,0,114607
traicifar214608,0,0,1,0,0,0,0,0,0,0,214608
traicifar114609,0,1,0,0,0,0,0,0,0,0,114609
traicifar514610,0,0,0,0,0,1,0,0,0,0,514610
traicifar814611,0,0,0,0,0,0,0,0,1,0,814611
traicifar914612,0,0,0,0,0,0,0,0,0,1,914612
traicifar714613,0,0,0,0,0,0,0,1,0,0,714613
traicifar414614,0,0,0,0,1,0,0,0,0,0,414614
traicifar114615,0,1,0,0,0,0,0,0,0,0,114615
traicifar214616,0,0,1,0,0,0,0,0,0,0,214616
traicifar814617,0,0,0,0,0,0,0,0,1,0,814617
traicifar914618,0,0,0,0,0,0,0,0,0,1,914618
traicifar014619,1,0,0,0,0,0,0,0,0,0,14619
traicifar214620,0,0,1,0,0,0,0,0,0,0,214620
traicifar014621,1,0,0,0,0,0,0,0,0,0,14621
traicifar914622,0,0,0,0,0,0,0,0,0,1,914622
traicifar914623,0,0,0,0,0,0,0,0,0,1,914623
traicifar114624,0,1,0,0,0,0,0,0,0,0,114624
traicifar114625,0,1,0,0,0,0,0,0,0,0,114625
traicifar514626,0,0,0,0,0,1,0,0,0,0,514626
traicifar514627,0,0,0,0,0,1,0,0,0,0,514627
traicifar314628,0,0,0,1,0,0,0,0,0,0,314628
traicifar914629,0,0,0,0,0,0,0,0,0,1,914629
traicifar314630,0,0,0,1,0,0,0,0,0,0,314630
traicifar114631,0,1,0,0,0,0,0,0,0,0,114631
traicifar514632,0,0,0,0,0,1,0,0,0,0,514632
traicifar214633,0,0,1,0,0,0,0,0,0,0,214633
traicifar214634,0,0,1,0,0,0,0,0,0,0,214634
traicifar514635,0,0,0,0,0,1,0,0,0,0,514635
traicifar114636,0,1,0,0,0,0,0,0,0,0,114636
traicifar614637,0,0,0,0,0,0,1,0,0,0,614637
traicifar914638,0,0,0,0,0,0,0,0,0,1,914638
traicifar514639,0,0,0,0,0,1,0,0,0,0,514639
traicifar414640,0,0,0,0,1,0,0,0,0,0,414640
traicifar514641,0,0,0,0,0,1,0,0,0,0,514641
traicifar414642,0,0,0,0,1,0,0,0,0,0,414642
traicifar914643,0,0,0,0,0,0,0,0,0,1,914643
traicifar614644,0,0,0,0,0,0,1,0,0,0,614644
traicifar014645,1,0,0,0,0,0,0,0,0,0,14645
traicifar814646,0,0,0,0,0,0,0,0,1,0,814646
traicifar214647,0,0,1,0,0,0,0,0,0,0,214647
traicifar114648,0,1,0,0,0,0,0,0,0,0,114648
traicifar914649,0,0,0,0,0,0,0,0,0,1,914649
traicifar714650,0,0,0,0,0,0,0,1,0,0,714650
traicifar014651,1,0,0,0,0,0,0,0,0,0,14651
traicifar814652,0,0,0,0,0,0,0,0,1,0,814652
traicifar014653,1,0,0,0,0,0,0,0,0,0,14653
traicifar114654,0,1,0,0,0,0,0,0,0,0,114654
traicifar014655,1,0,0,0,0,0,0,0,0,0,14655
traicifar214656,0,0,1,0,0,0,0,0,0,0,214656
traicifar314657,0,0,0,1,0,0,0,0,0,0,314657
traicifar814658,0,0,0,0,0,0,0,0,1,0,814658
traicifar614659,0,0,0,0,0,0,1,0,0,0,614659
traicifar414660,0,0,0,0,1,0,0,0,0,0,414660
traicifar114661,0,1,0,0,0,0,0,0,0,0,114661
traicifar514662,0,0,0,0,0,1,0,0,0,0,514662
traicifar614663,0,0,0,0,0,0,1,0,0,0,614663
traicifar114664,0,1,0,0,0,0,0,0,0,0,114664
traicifar914665,0,0,0,0,0,0,0,0,0,1,914665
traicifar414666,0,0,0,0,1,0,0,0,0,0,414666
traicifar914667,0,0,0,0,0,0,0,0,0,1,914667
traicifar614668,0,0,0,0,0,0,1,0,0,0,614668
traicifar314669,0,0,0,1,0,0,0,0,0,0,314669
traicifar814670,0,0,0,0,0,0,0,0,1,0,814670
traicifar714671,0,0,0,0,0,0,0,1,0,0,714671
traicifar314672,0,0,0,1,0,0,0,0,0,0,314672
traicifar014673,1,0,0,0,0,0,0,0,0,0,14673
traicifar314674,0,0,0,1,0,0,0,0,0,0,314674
traicifar914675,0,0,0,0,0,0,0,0,0,1,914675
traicifar714676,0,0,0,0,0,0,0,1,0,0,714676
traicifar214677,0,0,1,0,0,0,0,0,0,0,214677
traicifar614678,0,0,0,0,0,0,1,0,0,0,614678
traicifar214679,0,0,1,0,0,0,0,0,0,0,214679
traicifar914680,0,0,0,0,0,0,0,0,0,1,914680
traicifar414681,0,0,0,0,1,0,0,0,0,0,414681
traicifar614682,0,0,0,0,0,0,1,0,0,0,614682
traicifar014683,1,0,0,0,0,0,0,0,0,0,14683
traicifar914684,0,0,0,0,0,0,0,0,0,1,914684
traicifar614685,0,0,0,0,0,0,1,0,0,0,614685
traicifar714686,0,0,0,0,0,0,0,1,0,0,714686
traicifar414687,0,0,0,0,1,0,0,0,0,0,414687
traicifar714688,0,0,0,0,0,0,0,1,0,0,714688
traicifar014689,1,0,0,0,0,0,0,0,0,0,14689
traicifar914690,0,0,0,0,0,0,0,0,0,1,914690
traicifar914691,0,0,0,0,0,0,0,0,0,1,914691
traicifar514692,0,0,0,0,0,1,0,0,0,0,514692
traicifar614693,0,0,0,0,0,0,1,0,0,0,614693
traicifar514694,0,0,0,0,0,1,0,0,0,0,514694
traicifar414695,0,0,0,0,1,0,0,0,0,0,414695
traicifar114696,0,1,0,0,0,0,0,0,0,0,114696
traicifar314697,0,0,0,1,0,0,0,0,0,0,314697
traicifar514698,0,0,0,0,0,1,0,0,0,0,514698
traicifar514699,0,0,0,0,0,1,0,0,0,0,514699
traicifar214700,0,0,1,0,0,0,0,0,0,0,214700
traicifar914701,0,0,0,0,0,0,0,0,0,1,914701
traicifar514702,0,0,0,0,0,1,0,0,0,0,514702
traicifar214703,0,0,1,0,0,0,0,0,0,0,214703
traicifar914704,0,0,0,0,0,0,0,0,0,1,914704
traicifar714705,0,0,0,0,0,0,0,1,0,0,714705
traicifar714706,0,0,0,0,0,0,0,1,0,0,714706
traicifar414707,0,0,0,0,1,0,0,0,0,0,414707
traicifar914708,0,0,0,0,0,0,0,0,0,1,914708
traicifar414709,0,0,0,0,1,0,0,0,0,0,414709
traicifar414710,0,0,0,0,1,0,0,0,0,0,414710
traicifar814711,0,0,0,0,0,0,0,0,1,0,814711
traicifar714712,0,0,0,0,0,0,0,1,0,0,714712
traicifar814713,0,0,0,0,0,0,0,0,1,0,814713
traicifar714714,0,0,0,0,0,0,0,1,0,0,714714
traicifar414715,0,0,0,0,1,0,0,0,0,0,414715
traicifar514716,0,0,0,0,0,1,0,0,0,0,514716
traicifar014717,1,0,0,0,0,0,0,0,0,0,14717
traicifar814718,0,0,0,0,0,0,0,0,1,0,814718
traicifar214719,0,0,1,0,0,0,0,0,0,0,214719
traicifar314720,0,0,0,1,0,0,0,0,0,0,314720
traicifar014721,1,0,0,0,0,0,0,0,0,0,14721
traicifar014722,1,0,0,0,0,0,0,0,0,0,14722
traicifar814723,0,0,0,0,0,0,0,0,1,0,814723
traicifar814724,0,0,0,0,0,0,0,0,1,0,814724
traicifar414725,0,0,0,0,1,0,0,0,0,0,414725
traicifar014726,1,0,0,0,0,0,0,0,0,0,14726
traicifar214727,0,0,1,0,0,0,0,0,0,0,214727
traicifar514728,0,0,0,0,0,1,0,0,0,0,514728
traicifar714729,0,0,0,0,0,0,0,1,0,0,714729
traicifar214730,0,0,1,0,0,0,0,0,0,0,214730
traicifar614731,0,0,0,0,0,0,1,0,0,0,614731
traicifar214732,0,0,1,0,0,0,0,0,0,0,214732
traicifar514733,0,0,0,0,0,1,0,0,0,0,514733
traicifar614734,0,0,0,0,0,0,1,0,0,0,614734
traicifar914735,0,0,0,0,0,0,0,0,0,1,914735
traicifar714736,0,0,0,0,0,0,0,1,0,0,714736
traicifar314737,0,0,0,1,0,0,0,0,0,0,314737
traicifar414738,0,0,0,0,1,0,0,0,0,0,414738
traicifar114739,0,1,0,0,0,0,0,0,0,0,114739
traicifar514740,0,0,0,0,0,1,0,0,0,0,514740
traicifar414741,0,0,0,0,1,0,0,0,0,0,414741
traicifar814742,0,0,0,0,0,0,0,0,1,0,814742
traicifar814743,0,0,0,0,0,0,0,0,1,0,814743
traicifar414744,0,0,0,0,1,0,0,0,0,0,414744
traicifar314745,0,0,0,1,0,0,0,0,0,0,314745
traicifar014746,1,0,0,0,0,0,0,0,0,0,14746
traicifar714747,0,0,0,0,0,0,0,1,0,0,714747
traicifar214748,0,0,1,0,0,0,0,0,0,0,214748
traicifar914749,0,0,0,0,0,0,0,0,0,1,914749
traicifar414750,0,0,0,0,1,0,0,0,0,0,414750
traicifar614751,0,0,0,0,0,0,1,0,0,0,614751
traicifar614752,0,0,0,0,0,0,1,0,0,0,614752
traicifar414753,0,0,0,0,1,0,0,0,0,0,414753
traicifar914754,0,0,0,0,0,0,0,0,0,1,914754
traicifar214755,0,0,1,0,0,0,0,0,0,0,214755
traicifar414756,0,0,0,0,1,0,0,0,0,0,414756
traicifar814757,0,0,0,0,0,0,0,0,1,0,814757
traicifar814758,0,0,0,0,0,0,0,0,1,0,814758
traicifar014759,1,0,0,0,0,0,0,0,0,0,14759
traicifar314760,0,0,0,1,0,0,0,0,0,0,314760
traicifar814761,0,0,0,0,0,0,0,0,1,0,814761
traicifar114762,0,1,0,0,0,0,0,0,0,0,114762
traicifar414763,0,0,0,0,1,0,0,0,0,0,414763
traicifar114764,0,1,0,0,0,0,0,0,0,0,114764
traicifar014765,1,0,0,0,0,0,0,0,0,0,14765
traicifar614766,0,0,0,0,0,0,1,0,0,0,614766
traicifar614767,0,0,0,0,0,0,1,0,0,0,614767
traicifar914768,0,0,0,0,0,0,0,0,0,1,914768
traicifar114769,0,1,0,0,0,0,0,0,0,0,114769
traicifar614770,0,0,0,0,0,0,1,0,0,0,614770
traicifar214771,0,0,1,0,0,0,0,0,0,0,214771
traicifar314772,0,0,0,1,0,0,0,0,0,0,314772
traicifar414773,0,0,0,0,1,0,0,0,0,0,414773
traicifar014774,1,0,0,0,0,0,0,0,0,0,14774
traicifar114775,0,1,0,0,0,0,0,0,0,0,114775
traicifar214776,0,0,1,0,0,0,0,0,0,0,214776
traicifar214777,0,0,1,0,0,0,0,0,0,0,214777
traicifar014778,1,0,0,0,0,0,0,0,0,0,14778
traicifar814779,0,0,0,0,0,0,0,0,1,0,814779
traicifar814780,0,0,0,0,0,0,0,0,1,0,814780
traicifar414781,0,0,0,0,1,0,0,0,0,0,414781
traicifar714782,0,0,0,0,0,0,0,1,0,0,714782
traicifar914783,0,0,0,0,0,0,0,0,0,1,914783
traicifar914784,0,0,0,0,0,0,0,0,0,1,914784
traicifar614785,0,0,0,0,0,0,1,0,0,0,614785
traicifar614786,0,0,0,0,0,0,1,0,0,0,614786
traicifar014787,1,0,0,0,0,0,0,0,0,0,14787
traicifar514788,0,0,0,0,0,1,0,0,0,0,514788
traicifar614789,0,0,0,0,0,0,1,0,0,0,614789
traicifar714790,0,0,0,0,0,0,0,1,0,0,714790
traicifar314791,0,0,0,1,0,0,0,0,0,0,314791
traicifar614792,0,0,0,0,0,0,1,0,0,0,614792
traicifar714793,0,0,0,0,0,0,0,1,0,0,714793
traicifar814794,0,0,0,0,0,0,0,0,1,0,814794
traicifar714795,0,0,0,0,0,0,0,1,0,0,714795
traicifar314796,0,0,0,1,0,0,0,0,0,0,314796
traicifar114797,0,1,0,0,0,0,0,0,0,0,114797
traicifar014798,1,0,0,0,0,0,0,0,0,0,14798
traicifar314799,0,0,0,1,0,0,0,0,0,0,314799
traicifar814800,0,0,0,0,0,0,0,0,1,0,814800
traicifar414801,0,0,0,0,1,0,0,0,0,0,414801
traicifar514802,0,0,0,0,0,1,0,0,0,0,514802
traicifar114803,0,1,0,0,0,0,0,0,0,0,114803
traicifar814804,0,0,0,0,0,0,0,0,1,0,814804
traicifar614805,0,0,0,0,0,0,1,0,0,0,614805
traicifar214806,0,0,1,0,0,0,0,0,0,0,214806
traicifar814807,0,0,0,0,0,0,0,0,1,0,814807
traicifar514808,0,0,0,0,0,1,0,0,0,0,514808
traicifar714809,0,0,0,0,0,0,0,1,0,0,714809
traicifar614810,0,0,0,0,0,0,1,0,0,0,614810
traicifar214811,0,0,1,0,0,0,0,0,0,0,214811
traicifar814812,0,0,0,0,0,0,0,0,1,0,814812
traicifar614813,0,0,0,0,0,0,1,0,0,0,614813
traicifar514814,0,0,0,0,0,1,0,0,0,0,514814
traicifar814815,0,0,0,0,0,0,0,0,1,0,814815
traicifar014816,1,0,0,0,0,0,0,0,0,0,14816
traicifar514817,0,0,0,0,0,1,0,0,0,0,514817
traicifar914818,0,0,0,0,0,0,0,0,0,1,914818
traicifar214819,0,0,1,0,0,0,0,0,0,0,214819
traicifar714820,0,0,0,0,0,0,0,1,0,0,714820
traicifar014821,1,0,0,0,0,0,0,0,0,0,14821
traicifar514822,0,0,0,0,0,1,0,0,0,0,514822
traicifar814823,0,0,0,0,0,0,0,0,1,0,814823
traicifar614824,0,0,0,0,0,0,1,0,0,0,614824
traicifar814825,0,0,0,0,0,0,0,0,1,0,814825
traicifar914826,0,0,0,0,0,0,0,0,0,1,914826
traicifar314827,0,0,0,1,0,0,0,0,0,0,314827
traicifar814828,0,0,0,0,0,0,0,0,1,0,814828
traicifar314829,0,0,0,1,0,0,0,0,0,0,314829
traicifar214830,0,0,1,0,0,0,0,0,0,0,214830
traicifar614831,0,0,0,0,0,0,1,0,0,0,614831
traicifar814832,0,0,0,0,0,0,0,0,1,0,814832
traicifar714833,0,0,0,0,0,0,0,1,0,0,714833
traicifar814834,0,0,0,0,0,0,0,0,1,0,814834
traicifar314835,0,0,0,1,0,0,0,0,0,0,314835
traicifar314836,0,0,0,1,0,0,0,0,0,0,314836
traicifar814837,0,0,0,0,0,0,0,0,1,0,814837
traicifar514838,0,0,0,0,0,1,0,0,0,0,514838
traicifar414839,0,0,0,0,1,0,0,0,0,0,414839
traicifar114840,0,1,0,0,0,0,0,0,0,0,114840
traicifar214841,0,0,1,0,0,0,0,0,0,0,214841
traicifar914842,0,0,0,0,0,0,0,0,0,1,914842
traicifar614843,0,0,0,0,0,0,1,0,0,0,614843
traicifar514844,0,0,0,0,0,1,0,0,0,0,514844
traicifar914845,0,0,0,0,0,0,0,0,0,1,914845
traicifar414846,0,0,0,0,1,0,0,0,0,0,414846
traicifar314847,0,0,0,1,0,0,0,0,0,0,314847
traicifar814848,0,0,0,0,0,0,0,0,1,0,814848
traicifar514849,0,0,0,0,0,1,0,0,0,0,514849
traicifar514850,0,0,0,0,0,1,0,0,0,0,514850
traicifar814851,0,0,0,0,0,0,0,0,1,0,814851
traicifar814852,0,0,0,0,0,0,0,0,1,0,814852
traicifar214853,0,0,1,0,0,0,0,0,0,0,214853
traicifar014854,1,0,0,0,0,0,0,0,0,0,14854
traicifar314855,0,0,0,1,0,0,0,0,0,0,314855
traicifar114856,0,1,0,0,0,0,0,0,0,0,114856
traicifar414857,0,0,0,0,1,0,0,0,0,0,414857
traicifar114858,0,1,0,0,0,0,0,0,0,0,114858
traicifar014859,1,0,0,0,0,0,0,0,0,0,14859
traicifar814860,0,0,0,0,0,0,0,0,1,0,814860
traicifar014861,1,0,0,0,0,0,0,0,0,0,14861
traicifar514862,0,0,0,0,0,1,0,0,0,0,514862
traicifar814863,0,0,0,0,0,0,0,0,1,0,814863
traicifar414864,0,0,0,0,1,0,0,0,0,0,414864
traicifar914865,0,0,0,0,0,0,0,0,0,1,914865
traicifar114866,0,1,0,0,0,0,0,0,0,0,114866
traicifar814867,0,0,0,0,0,0,0,0,1,0,814867
traicifar014868,1,0,0,0,0,0,0,0,0,0,14868
traicifar014869,1,0,0,0,0,0,0,0,0,0,14869
traicifar614870,0,0,0,0,0,0,1,0,0,0,614870
traicifar714871,0,0,0,0,0,0,0,1,0,0,714871
traicifar714872,0,0,0,0,0,0,0,1,0,0,714872
traicifar714873,0,0,0,0,0,0,0,1,0,0,714873
traicifar514874,0,0,0,0,0,1,0,0,0,0,514874
traicifar614875,0,0,0,0,0,0,1,0,0,0,614875
traicifar314876,0,0,0,1,0,0,0,0,0,0,314876
traicifar614877,0,0,0,0,0,0,1,0,0,0,614877
traicifar514878,0,0,0,0,0,1,0,0,0,0,514878
traicifar814879,0,0,0,0,0,0,0,0,1,0,814879
traicifar214880,0,0,1,0,0,0,0,0,0,0,214880
traicifar614881,0,0,0,0,0,0,1,0,0,0,614881
traicifar514882,0,0,0,0,0,1,0,0,0,0,514882
traicifar714883,0,0,0,0,0,0,0,1,0,0,714883
traicifar514884,0,0,0,0,0,1,0,0,0,0,514884
traicifar414885,0,0,0,0,1,0,0,0,0,0,414885
traicifar714886,0,0,0,0,0,0,0,1,0,0,714886
traicifar314887,0,0,0,1,0,0,0,0,0,0,314887
traicifar214888,0,0,1,0,0,0,0,0,0,0,214888
traicifar914889,0,0,0,0,0,0,0,0,0,1,914889
traicifar514890,0,0,0,0,0,1,0,0,0,0,514890
traicifar814891,0,0,0,0,0,0,0,0,1,0,814891
traicifar814892,0,0,0,0,0,0,0,0,1,0,814892
traicifar514893,0,0,0,0,0,1,0,0,0,0,514893
traicifar714894,0,0,0,0,0,0,0,1,0,0,714894
traicifar214895,0,0,1,0,0,0,0,0,0,0,214895
traicifar214896,0,0,1,0,0,0,0,0,0,0,214896
traicifar814897,0,0,0,0,0,0,0,0,1,0,814897
traicifar714898,0,0,0,0,0,0,0,1,0,0,714898
traicifar614899,0,0,0,0,0,0,1,0,0,0,614899
traicifar714900,0,0,0,0,0,0,0,1,0,0,714900
traicifar714901,0,0,0,0,0,0,0,1,0,0,714901
traicifar214902,0,0,1,0,0,0,0,0,0,0,214902
traicifar714903,0,0,0,0,0,0,0,1,0,0,714903
traicifar614904,0,0,0,0,0,0,1,0,0,0,614904
traicifar414905,0,0,0,0,1,0,0,0,0,0,414905
traicifar014906,1,0,0,0,0,0,0,0,0,0,14906
traicifar614907,0,0,0,0,0,0,1,0,0,0,614907
traicifar314908,0,0,0,1,0,0,0,0,0,0,314908
traicifar114909,0,1,0,0,0,0,0,0,0,0,114909
traicifar414910,0,0,0,0,1,0,0,0,0,0,414910
traicifar614911,0,0,0,0,0,0,1,0,0,0,614911
traicifar314912,0,0,0,1,0,0,0,0,0,0,314912
traicifar914913,0,0,0,0,0,0,0,0,0,1,914913
traicifar814914,0,0,0,0,0,0,0,0,1,0,814914
traicifar314915,0,0,0,1,0,0,0,0,0,0,314915
traicifar814916,0,0,0,0,0,0,0,0,1,0,814916
traicifar114917,0,1,0,0,0,0,0,0,0,0,114917
traicifar014918,1,0,0,0,0,0,0,0,0,0,14918
traicifar014919,1,0,0,0,0,0,0,0,0,0,14919
traicifar514920,0,0,0,0,0,1,0,0,0,0,514920
traicifar314921,0,0,0,1,0,0,0,0,0,0,314921
traicifar514922,0,0,0,0,0,1,0,0,0,0,514922
traicifar814923,0,0,0,0,0,0,0,0,1,0,814923
traicifar414924,0,0,0,0,1,0,0,0,0,0,414924
traicifar014925,1,0,0,0,0,0,0,0,0,0,14925
traicifar614926,0,0,0,0,0,0,1,0,0,0,614926
traicifar114927,0,1,0,0,0,0,0,0,0,0,114927
traicifar714928,0,0,0,0,0,0,0,1,0,0,714928
traicifar014929,1,0,0,0,0,0,0,0,0,0,14929
traicifar214930,0,0,1,0,0,0,0,0,0,0,214930
traicifar214931,0,0,1,0,0,0,0,0,0,0,214931
traicifar114932,0,1,0,0,0,0,0,0,0,0,114932
traicifar714933,0,0,0,0,0,0,0,1,0,0,714933
traicifar314934,0,0,0,1,0,0,0,0,0,0,314934
traicifar014935,1,0,0,0,0,0,0,0,0,0,14935
traicifar814936,0,0,0,0,0,0,0,0,1,0,814936
traicifar614937,0,0,0,0,0,0,1,0,0,0,614937
traicifar714938,0,0,0,0,0,0,0,1,0,0,714938
traicifar714939,0,0,0,0,0,0,0,1,0,0,714939
traicifar014940,1,0,0,0,0,0,0,0,0,0,14940
traicifar014941,1,0,0,0,0,0,0,0,0,0,14941
traicifar114942,0,1,0,0,0,0,0,0,0,0,114942
traicifar414943,0,0,0,0,1,0,0,0,0,0,414943
traicifar114944,0,1,0,0,0,0,0,0,0,0,114944
traicifar114945,0,1,0,0,0,0,0,0,0,0,114945
traicifar614946,0,0,0,0,0,0,1,0,0,0,614946
traicifar614947,0,0,0,0,0,0,1,0,0,0,614947
traicifar614948,0,0,0,0,0,0,1,0,0,0,614948
traicifar114949,0,1,0,0,0,0,0,0,0,0,114949
traicifar314950,0,0,0,1,0,0,0,0,0,0,314950
traicifar614951,0,0,0,0,0,0,1,0,0,0,614951
traicifar014952,1,0,0,0,0,0,0,0,0,0,14952
traicifar114953,0,1,0,0,0,0,0,0,0,0,114953
traicifar314954,0,0,0,1,0,0,0,0,0,0,314954
traicifar814955,0,0,0,0,0,0,0,0,1,0,814955
traicifar514956,0,0,0,0,0,1,0,0,0,0,514956
traicifar014957,1,0,0,0,0,0,0,0,0,0,14957
traicifar114958,0,1,0,0,0,0,0,0,0,0,114958
traicifar614959,0,0,0,0,0,0,1,0,0,0,614959
traicifar514960,0,0,0,0,0,1,0,0,0,0,514960
traicifar514961,0,0,0,0,0,1,0,0,0,0,514961
traicifar414962,0,0,0,0,1,0,0,0,0,0,414962
traicifar314963,0,0,0,1,0,0,0,0,0,0,314963
traicifar914964,0,0,0,0,0,0,0,0,0,1,914964
traicifar814965,0,0,0,0,0,0,0,0,1,0,814965
traicifar614966,0,0,0,0,0,0,1,0,0,0,614966
traicifar014967,1,0,0,0,0,0,0,0,0,0,14967
traicifar514968,0,0,0,0,0,1,0,0,0,0,514968
traicifar414969,0,0,0,0,1,0,0,0,0,0,414969
traicifar914970,0,0,0,0,0,0,0,0,0,1,914970
traicifar214971,0,0,1,0,0,0,0,0,0,0,214971
traicifar814972,0,0,0,0,0,0,0,0,1,0,814972
traicifar414973,0,0,0,0,1,0,0,0,0,0,414973
traicifar814974,0,0,0,0,0,0,0,0,1,0,814974
traicifar814975,0,0,0,0,0,0,0,0,1,0,814975
traicifar214976,0,0,1,0,0,0,0,0,0,0,214976
traicifar114977,0,1,0,0,0,0,0,0,0,0,114977
traicifar414978,0,0,0,0,1,0,0,0,0,0,414978
traicifar814979,0,0,0,0,0,0,0,0,1,0,814979
traicifar614980,0,0,0,0,0,0,1,0,0,0,614980
traicifar714981,0,0,0,0,0,0,0,1,0,0,714981
traicifar314982,0,0,0,1,0,0,0,0,0,0,314982
traicifar114983,0,1,0,0,0,0,0,0,0,0,114983
traicifar314984,0,0,0,1,0,0,0,0,0,0,314984
traicifar414985,0,0,0,0,1,0,0,0,0,0,414985
traicifar914986,0,0,0,0,0,0,0,0,0,1,914986
traicifar414987,0,0,0,0,1,0,0,0,0,0,414987
traicifar814988,0,0,0,0,0,0,0,0,1,0,814988
traicifar414989,0,0,0,0,1,0,0,0,0,0,414989
traicifar514990,0,0,0,0,0,1,0,0,0,0,514990
traicifar014991,1,0,0,0,0,0,0,0,0,0,14991
traicifar914992,0,0,0,0,0,0,0,0,0,1,914992
traicifar114993,0,1,0,0,0,0,0,0,0,0,114993
traicifar314994,0,0,0,1,0,0,0,0,0,0,314994
traicifar814995,0,0,0,0,0,0,0,0,1,0,814995
traicifar714996,0,0,0,0,0,0,0,1,0,0,714996
traicifar514997,0,0,0,0,0,1,0,0,0,0,514997
traicifar414998,0,0,0,0,1,0,0,0,0,0,414998
traicifar614999,0,0,0,0,0,0,1,0,0,0,614999
traicifar615000,0,0,0,0,0,0,1,0,0,0,615000
traicifar715001,0,0,0,0,0,0,0,1,0,0,715001
traicifar915002,0,0,0,0,0,0,0,0,0,1,915002
traicifar015003,1,0,0,0,0,0,0,0,0,0,15003
traicifar515004,0,0,0,0,0,1,0,0,0,0,515004
traicifar215005,0,0,1,0,0,0,0,0,0,0,215005
traicifar315006,0,0,0,1,0,0,0,0,0,0,315006
traicifar315007,0,0,0,1,0,0,0,0,0,0,315007
traicifar315008,0,0,0,1,0,0,0,0,0,0,315008
traicifar915009,0,0,0,0,0,0,0,0,0,1,915009
traicifar015010,1,0,0,0,0,0,0,0,0,0,15010
traicifar915011,0,0,0,0,0,0,0,0,0,1,915011
traicifar215012,0,0,1,0,0,0,0,0,0,0,215012
traicifar915013,0,0,0,0,0,0,0,0,0,1,915013
traicifar115014,0,1,0,0,0,0,0,0,0,0,115014
traicifar015015,1,0,0,0,0,0,0,0,0,0,15015
traicifar215016,0,0,1,0,0,0,0,0,0,0,215016
traicifar315017,0,0,0,1,0,0,0,0,0,0,315017
traicifar915018,0,0,0,0,0,0,0,0,0,1,915018
traicifar615019,0,0,0,0,0,0,1,0,0,0,615019
traicifar615020,0,0,0,0,0,0,1,0,0,0,615020
traicifar115021,0,1,0,0,0,0,0,0,0,0,115021
traicifar615022,0,0,0,0,0,0,1,0,0,0,615022
traicifar315023,0,0,0,1,0,0,0,0,0,0,315023
traicifar715024,0,0,0,0,0,0,0,1,0,0,715024
traicifar615025,0,0,0,0,0,0,1,0,0,0,615025
traicifar215026,0,0,1,0,0,0,0,0,0,0,215026
traicifar715027,0,0,0,0,0,0,0,1,0,0,715027
traicifar015028,1,0,0,0,0,0,0,0,0,0,15028
traicifar415029,0,0,0,0,1,0,0,0,0,0,415029
traicifar815030,0,0,0,0,0,0,0,0,1,0,815030
traicifar915031,0,0,0,0,0,0,0,0,0,1,915031
traicifar615032,0,0,0,0,0,0,1,0,0,0,615032
traicifar015033,1,0,0,0,0,0,0,0,0,0,15033
traicifar715034,0,0,0,0,0,0,0,1,0,0,715034
traicifar715035,0,0,0,0,0,0,0,1,0,0,715035
traicifar515036,0,0,0,0,0,1,0,0,0,0,515036
traicifar015037,1,0,0,0,0,0,0,0,0,0,15037
